1560774407705,scenario-high-load-78d68cddb4-28vfb,0.2830188679245283
1560774408705,scenario-high-load-78d68cddb4-28vfb,0.36633663366336633
1560774409706,scenario-high-load-78d68cddb4-28vfb,0.17525773195876287
1560774410707,scenario-high-load-78d68cddb4-28vfb,0.16964285714285715
1560774411711,scenario-high-load-78d68cddb4-28vfb,0.1650485436893204
1560774412711,scenario-high-load-78d68cddb4-28vfb,0.15079365079365079
1560774413716,scenario-high-load-78d68cddb4-28vfb,0.25
1560774414717,scenario-high-load-78d68cddb4-28vfb,0.1640625
1560774415725,scenario-high-load-78d68cddb4-28vfb,0.12173913043478261
1560774416728,scenario-high-load-78d68cddb4-28vfb,0.1223021582733813
1560774417728,scenario-high-load-78d68cddb4-28vfb,0.19285714285714287
1560774418729,scenario-high-load-78d68cddb4-28vfb,0.23648648648648649
1560774419729,scenario-high-load-78d68cddb4-28vfb,0.17054263565891473
1560774420735,scenario-high-load-78d68cddb4-28vfb,0.45454545454545453
1560774421736,scenario-high-load-78d68cddb4-28vfb,0.4523809523809524
1560774422735,scenario-high-load-78d68cddb4-28vfb,0.22758620689655173
1560774423736,scenario-high-load-78d68cddb4-28vfb,0.1144578313253012
1560774424735,scenario-high-load-78d68cddb4-28vfb,0.09523809523809523
1560774425735,scenario-high-load-78d68cddb4-28vfb,0.09090909090909091
1560774426735,scenario-high-load-78d68cddb4-28vfb,0.10526315789473684
1560774427735,scenario-high-load-78d68cddb4-28vfb,0.06936416184971098
1560774428744,scenario-high-load-78d68cddb4-28vfb,0.10303030303030303
1560774429745,scenario-high-load-78d68cddb4-28vfb,0.07006369426751592
1560774430745,scenario-high-load-78d68cddb4-28vfb,0.10303030303030303
1560774431755,scenario-high-load-78d68cddb4-28vfb,0.08496732026143791
1560774432755,scenario-high-load-78d68cddb4-28vfb,0.10650887573964497
1560774433755,scenario-high-load-78d68cddb4-28vfb,0.06285714285714286
1560774434757,scenario-high-load-78d68cddb4-28vfb,0.3248407643312102
1560774435757,scenario-high-load-78d68cddb4-28vfb,0.2640449438202247
1560774436767,scenario-high-load-78d68cddb4-28vfb,0.11173184357541899
1560774437772,scenario-high-load-78d68cddb4-28vfb,0.12169312169312169
1560774438776,scenario-high-load-78d68cddb4-28vfb,0.13829787234042554
1560774439780,scenario-high-load-78d68cddb4-28vfb,0.07262569832402235
1560774440791,scenario-high-load-78d68cddb4-28vfb,0.08641975308641975
1560774441795,scenario-high-load-78d68cddb4-28vfb,0.052941176470588235
1560774442794,scenario-high-load-78d68cddb4-28vfb,0.0670391061452514
1560774443795,scenario-high-load-78d68cddb4-28vfb,0.12195121951219512
1560774444799,scenario-high-load-78d68cddb4-28vfb,0.06474820143884892
1560774445804,scenario-high-load-78d68cddb4-28vfb,0.09574468085106383
1560774446811,scenario-high-load-78d68cddb4-28vfb,0.06557377049180328
1560774447814,scenario-high-load-78d68cddb4-28vfb,0.062146892655367235
1560774448815,scenario-high-load-78d68cddb4-28vfb,0.07954545454545454
1560774449815,scenario-high-load-78d68cddb4-28vfb,0.15476190476190477
1560774450818,scenario-high-load-78d68cddb4-28vfb,0.053475935828877004
1560774451825,scenario-high-load-78d68cddb4-28vfb,0.09473684210526316
1560774452824,scenario-high-load-78d68cddb4-28vfb,0.06626506024096386
1560774453825,scenario-high-load-78d68cddb4-28vfb,0.0851063829787234
1560774454824,scenario-high-load-78d68cddb4-28vfb,0.07482993197278912
1560774455825,scenario-high-load-78d68cddb4-28vfb,0.078125
1560774456825,scenario-high-load-78d68cddb4-28vfb,0.125
1560774457825,scenario-high-load-78d68cddb4-28vfb,0.10975609756097561
